site,type,tmp_id,brw_count,species,visit,Stage,wpt,brw,lat,lon,elevation,time,date,width,height,diggings,smell,feathers,scat,nest_mat,chick_down,eggshell,runway,recent_sign,contents,cam_content,bs_content,pb_content,ctrap_content,status,est_vs_status_cam,est_vs_status_bs,In or out of site,playback_resp,obs_method,Burrow marker type,Notes,Burrowscoper
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,950,GPA043,-54.49672404,158.940309,70.086853,,26/09/2018,,,n,n,y,n,y,n,n,y,,0,empty,,,,uncertain,,correct,,,Camera,,"4m E of scree, camera trap MACQ6",
GP-93,GP,,4,Grey Petrel,4,Fledging,950,GPA043,-54.49672404,158.940309,70.086853,,4/11/2018,,,,,,,,,,,,0,empty,,,,uncertain,,correct,,,Camera,,"4m E of scree, camera trap MACQ6",
GP-93,GP,142,4,Grey Petrel,1,Early chick rearing,955,GPA054,-54.496977,158.94038,65.38205,3:03:18,7/06/2018,23,15,y,n,n,y,y,n,n,,,1C,occupied,,,,successful,,correct,,,Camera,,"5m below AM, 1.5m above scree slope",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,955,GPA054,-54.496977,158.94038,65.38205,,2/08/2018,,,y,n,y,n,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,955,GPA054,-54.496977,158.94038,65.38205,,26/09/2018,,,n,n,n,y,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"5m below AM, 1.5m above scree slope",
GP-93,GP,,4,Grey Petrel,4,Fledging,955,GPA054,-54.496977,158.94038,65.38205,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"5m below AM, 1.5m above scree slope",
GP-93,GP,143,4,Grey Petrel,1,Incubation,961,GPA057,-54.49692403,158.93992,49.424976,3:57:53,7/06/2018,23,14,y,y,y,y,y,n,n,,,1Egg,occupied,,,,failed,,correct,,,Seen,,"Bottom W side of tussock outcrop, underneath marker",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,961,GPA057,-54.49692403,158.93992,49.424976,,2/08/2018,,,y,n,y,y,y,n,n,,,1,occupied,,,,failed,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,961,GPA057,-54.49692403,158.93992,49.424976,,26/09/2018,,,n,n,y,n,y,n,n,n,,0,empty,,,,failed,,correct,,,Camera,,"Bottom W side of tussock outcrop, underneath marker",
GP-93,GP,,4,Grey Petrel,4,Fledging,961,GPA057,-54.49692403,158.93992,49.424976,,4/11/2018,,,,,,,,,,,,0,empty,,,,failed,,correct,,,Camera,,"Bottom W side of tussock outcrop, underneath marker",
GP-93,GP,144,4,Grey Petrel,1,Early chick rearing,963,GPA060,-54.49693501,158.940005,49.256924,4:09:06,7/06/2018,35,16,y,n,n,y,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,"Top E side of tussock outcrop, approach from below up slope",
GP-93,GP,,4,Grey Petrel,2,Late chick rearing,963,GPA060,-54.49693501,158.940005,49.256924,,2/08/2018,,,y,n,n,n,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-93,GP,,4,Grey Petrel,3,Late chick rearing,963,GPA060,-54.49693501,158.940005,49.256924,,26/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"Top E side of tussock outcrop, approach from below up slope",
GP-93,GP,,4,Grey Petrel,4,Fledging,963,GPA060,-54.49693501,158.940005,49.256924,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"Top E side of tussock outcrop, approach from below up slope",
GP-93,GP,145,1,Grey Petrel,1,Incubation,964,GPA242,-54.49690199,158.940045,55.576126,4:16:02,7/06/2018,23,18,y,n,n,y,y,n,n,,,1Egg,occupied,,,,uncertain,,,,,Camera,,"In tussock above main outcrop, green stake",
,GP,146,4,Grey Petrel,1,Early chick rearing,980,GPB,-54.63393797,158.899451,70.381012,0:16:58,15/06/2018,,,y,y,y,n,,n,n,,,2,occupied,,,,uncertain,,correct,,,Seen,,"4m N of A. Underneath grass ledge, at end before drop-off, long orange conduit in ledge next to burrow",
,GP,,4,Grey Petrel,2,Early chick rearing,980,GPB,-54.63393797,158.899451,70.381012,,31/07/2018,,,y,n,y,n,y,y,n,,,0,empty,,,,uncertain,,correct,,,Camera,,,
,GP,,4,Grey Petrel,3,Late chick rearing,980,GPB,-54.63393797,158.899451,70.381012,,22/09/2018,,,n,n,y,n,y,?,n,y,,0,empty,,,,uncertain,,correct,,,Camera,,"4m N of A. Underneath grass ledge, at end before drop-off, long orange conduit in ledge next to burrow",
,GP,,4,Grey Petrel,4,Fledging,980,GPB,-54.63393797,158.899451,70.381012,,4/11/2018,,,,,,,,,,,,0,empty,,,,uncertain,,correct,,,Camera,,"4m N of A. Underneath grass ledge, at end before drop-off, long orange conduit in ledge next to burrow",
,GP,147,4,Grey Petrel,1,Early chick rearing,982,GPC,-54.63396002,158.899523,71.672806,0:36:15,15/06/2018,,,y,y,n,y,,n,n,,,1,occupied,,,,non-breeding,,correct,,,Camera,,"Same height as B, 4m S in under tussock, well concealed (shit at ent)",
,GP,,4,Grey Petrel,2,Early chick rearing,982,GPC,-54.63396002,158.899523,71.672806,,31/07/2018,,,y,n,y,n,y,n,n,,,2,occupied,,,,non-breeding,,correct,,,Camera,,,
,GP,,4,Grey Petrel,3,Late chick rearing,982,GPC,-54.63396002,158.899523,71.672806,,22/09/2018,,,n,n,n,n,y,n,n,n,,0,empty,,,,non-breeding,,correct,,,Camera,,"Same height as B, 4m S in under tussock, well concealed (shit at ent)",
,GP,,4,Grey Petrel,4,Fledging,982,GPC,-54.63396002,158.899523,71.672806,,4/11/2018,,,,,,,,,,,,0,empty,,,,non-breeding,,correct,,,Camera,,"Same height as B, 4m S in under tussock, well concealed (shit at ent)",
,GP,148,4,Grey Petrel,1,Early chick rearing,983,GPD,-54.63400997,158.899513,66.118515,0:42:52,15/06/2018,,,y,n,n,y,,n,n,,,1C,occupied,,,,successful,,correct,,,Camera,,"7m below large rock face, 7m SE of site marking conduit. S of small gully at top of drop-off",
,GP,,4,Grey Petrel,2,Early chick rearing,983,GPD,-54.63400997,158.899513,66.118515,,31/07/2018,,,y,n,n,n,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
,GP,,4,Grey Petrel,3,Late chick rearing,983,GPD,-54.63400997,158.899513,66.118515,,22/09/2018,,,n,n,n,n,y,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,"7m below large rock face, 7m SE of site marking conduit. S of small gully at top of drop-off",
,GP,,4,Grey Petrel,4,Fledging,983,GPD,-54.63400997,158.899513,66.118515,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,"7m below large rock face, 7m SE of site marking conduit. S of small gully at top of drop-off",
GP-187,GP,149,4,Grey Petrel,1,Early chick rearing,1004,GPE,-54.63258002,158.894078,46.58205,2:33:00,15/06/2018,,,y,n,n,y,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,Well up slope from small slip by path near top. Orange conduit,
GP-187,GP,,4,Grey Petrel,2,Early chick rearing,1004,GPE,-54.63258002,158.894078,46.58205,,31/07/2018,,,y,n,n,y,y,n,n,,,C,occupied,,,,successful,,correct,,,Camera,,,
GP-187,GP,,4,Grey Petrel,3,Late chick rearing,1004,GPE,-54.63258002,158.894078,46.58205,,22/09/2018,,,n,n,n,n,n,y,n,y,,C,occupied,,,,successful,,correct,,,Camera,,Well up slope from small slip by path near top. Orange conduit,
GP-187,GP,,4,Grey Petrel,4,Fledging,1004,GPE,-54.63258002,158.894078,46.58205,,4/11/2018,,,,,,,,,,,,0,empty,,,,successful,,,,,Camera,,Well up slope from small slip by path near top. Orange conduit,
GP-98,GP,156,0,,1,Incubation,686,,-54.49150898,158.942324,111.341141,5:28:57,16/05/2018,27,17,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,157,0,,1,Incubation,688,,-54.49152801,158.942376,111.614845,5:39:37,16/05/2018,26,20,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-99,GP,150,0,,1,Incubation,663,,-54.49136096,158.942115,102.436554,3:44:51,16/05/2018,26,23,n,y,y,n,y,n,n,,,0,empty,,,,empty,,,,,Seen,,,
GP-99,GP,151,0,,1,Incubation,664,,-54.49134001,158.942135,105.912888,3:54:28,16/05/2018,23,14,n,y,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-99,GP,152,0,,1,Incubation,666,,-54.49135803,158.942162,103.263062,4:04:18,16/05/2018,25,19,y,y,y,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-99,GP,153,0,,1,Incubation,667,,-54.49135903,158.942172,104.14859,4:13:29,16/05/2018,29,17,y,y,y,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-99,GP,154,0,,1,Incubation,668,,-54.49132903,158.942179,106.800209,4:42:19,16/05/2018,26,14,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-99,GP,155,0,,1,Incubation,676,,-54.49146498,158.942334,110.430489,5:07:08,16/05/2018,32,20,y,n,y,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,159,0,,1,Incubation,702,,-54.49162398,158.942281,113.110901,1:37:25,17/05/2018,40,30,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,160,0,,1,Incubation,703,,-54.49163103,158.942258,113.283669,1:45:26,17/05/2018,30,19,n,y,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,161,0,,1,Incubation,717,,-54.491843,158.94198,109.077911,23:38:25,17/05/2018,27,15,y,y,y,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,162,0,,1,Incubation,720,,-54.49184602,158.94199,107.448082,23:53:36,17/05/2018,38,26,y,n,n,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-99,GP,158,0,,1,Incubation,697,,-54.49153597,158.942282,111.305618,1:08:32,17/05/2018,28,14,n,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,163,0,,1,Incubation,731,,-54.49186597,158.942087,110.892197,0:34:23,18/05/2018,24,11,n,n,y,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-98,GP,164,0,,1,Incubation,735,,-54.49201198,158.942024,106.442581,1:07:53,18/05/2018,35,22,y,y,y,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-NW1,GP,165,0,,1,Incubation,738,,-54.49252403,158.941719,106.05468,1:55:25,18/05/2018,37,19,n,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-NW1,GP,166,0,,1,Incubation,740,,-54.49263099,158.941666,107.585533,2:18:52,18/05/2018,26,16,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-97,GP,167,0,,1,Incubation,760,,-54.493179,158.940921,105.632141,4:08:12,19/05/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-97,GP,168,0,,1,Incubation,764,,-54.493281,158.941364,104.84124,4:30:32,19/05/2018,30,20,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-97,GP,169,0,,1,Incubation,765,,-54.49319702,158.941003,103.835175,4:34:20,19/05/2018,50,30,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-54,GP,170,0,,1,Incubation,766,,-54.48770897,158.941264,79.160172,23:43:00,20/05/2018,18,18,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Seen,,,
GP-54,GP,171,0,,1,Incubation,771,,-54.48771098,158.941063,84.150993,1:27:27,21/05/2018,31,25,y,y,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-54,GP,172,0,,1,Incubation,773,,-54.48753596,158.941076,70.914291,2:56:52,21/05/2018,19,17,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303B,GP,175,0,,1,Incubation,781,,-54.48886801,158.940965,87.697823,23:38:15,22/05/2018,20,15,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303B,GP,176,0,,1,Incubation,782,,-54.48887204,158.940972,83.592529,23:44:30,22/05/2018,12,20,n,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303B,GP,177,0,,1,Incubation,783,,-54.48886701,158.940932,86.862045,23:49:45,22/05/2018,15,20,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-55,GP,173,0,,1,Incubation,775,,-54.48770503,158.940421,76.123718,3:27:12,22/05/2018,21,12,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-55,GP,174,0,,1,Incubation,779,,-54.48775196,158.940335,80.963486,4:51:21,22/05/2018,23,17,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-100B,GP,191,0,,1,Incubation,806,,-54.48983101,158.941849,67.850937,3:17:44,23/05/2018,18,12,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-100B,GP,193,0,,1,Incubation,815,,-54.489857,158.941851,62.867615,3:58:15,23/05/2018,30,28,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,"W cliff face behind huge rock, burrow in SW direction back under marker",
GP-303,GP,180,0,,1,Incubation,787,,-54.48929197,158.940837,65.91272,0:54:50,23/05/2018,20,15,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,181,0,,1,Incubation,788,,-54.48931703,158.940883,66.140892,1:02:13,23/05/2018,20,13,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,182,0,,1,Incubation,789,,-54.48930999,158.940873,66.610748,1:02:19,23/05/2018,15,20,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,183,0,,1,Incubation,790,,-54.48929801,158.940839,68.746231,1:05:34,23/05/2018,25,15,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,184,0,,1,Incubation,792,,-54.48929298,158.940835,68.436478,1:14:55,23/05/2018,27,12,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,185,0,,1,Incubation,794,,-54.48926196,158.940931,66.48806,1:23:17,23/05/2018,32,20,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,186,0,,1,Incubation,795,,-54.48926901,158.94092,65.490067,1:26:14,23/05/2018,23,20,y,y,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,187,0,,1,Incubation,796,,-54.48925098,158.940926,64.798523,1:27:11,23/05/2018,35,22,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303,GP,188,0,,1,Incubation,797,,-54.489312,158.94095,58.509331,1:35:07,23/05/2018,28,20,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-303B,GP,179,0,,1,Incubation,785,,-54.48897698,158.941121,86.966751,0:08:05,23/05/2018,20,15,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,178,0,,1,Incubation,784,,-54.48898201,158.941151,87.257034,0:06:38,23/05/2018,25,12,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,189,0,,1,Incubation,801,,-54.48940203,158.941434,81.88047,2:39:41,23/05/2018,25,13,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,190,0,,1,Incubation,802,,-54.48963102,158.9416,72.363144,2:49:16,23/05/2018,28,20,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,192,0,,1,Incubation,807,,-54.48981802,158.941857,67.779259,3:17:55,23/05/2018,18,16,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-55,GP,196,0,,1,Incubation,820,,-54.48796302,158.940296,87.637634,1:15:57,25/05/2018,33,18,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-57,GP,194,0,,1,Incubation,818,,-54.48801097,158.940251,84.759064,1:03:11,25/05/2018,37,20,y,n,n,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-57,GP,195,0,,1,Incubation,819,,-54.48802597,158.940258,81.541176,1:08:19,25/05/2018,26,18,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-57,GP,197,0,,1,Incubation,821,,-54.48813904,158.940277,99.698502,2:12:09,25/05/2018,48,30,y,n,y,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-55,GP,198,0,,1,Incubation,822,,-54.48779496,158.940388,81.943245,2:46:19,26/05/2018,28,20,y,n,y,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-55,GP,199,0,,1,Incubation,826,,-54.48778398,158.940204,77.394478,3:44:55,26/05/2018,25,14,n,n,y,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-57,GP,200,0,,1,Incubation,828,,-54.48815497,158.940266,85.435242,23:17:23,26/05/2018,16,17,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-57,GP,201,0,,1,Incubation,830,,-54.48826997,158.940092,70.867386,23:51:12,26/05/2018,32,17,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-57,GP,202,0,,1,Incubation,832,,-54.48828799,158.939994,70.248604,0:19:16,27/05/2018,22,20,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-281,GP,220,0,,1,Incubation,860,,-54.49385902,158.941173,104.704376,5:00:17,28/05/2018,32,20,y,n,y,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,206,0,,1,Incubation,838,,-54.49365601,158.939878,66.636169,1:07:45,28/05/2018,25,14,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,207,0,,1,Incubation,840,,-54.49364704,158.939878,69.575836,1:31:03,28/05/2018,26,22,y,y,n,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,208,0,,1,Incubation,841,,-54.49363799,158.939869,71.78508,1:35:29,28/05/2018,32,15,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,209,0,,1,Incubation,842,,-54.49361402,158.939912,72.055672,1:41:10,28/05/2018,31,12,y,y,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,210,0,,1,Incubation,843,,-54.493596,158.940058,79.615173,2:05:27,28/05/2018,16,14,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,211,0,,1,Incubation,845,,-54.49357596,158.940056,79.018013,2:15:52,28/05/2018,21,12,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,212,0,,1,Incubation,848,,-54.49358099,158.940022,80.65667,2:36:49,28/05/2018,22,15,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,213,0,,1,Incubation,849,,-54.49356498,158.940026,79.344376,2:40:39,28/05/2018,31,11,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,214,0,,1,Incubation,850,,-54.49357001,158.94007,83.625732,2:48:15,28/05/2018,17,11,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,215,0,,1,Incubation,851,,-54.49356398,158.940056,83.752068,2:48:20,28/05/2018,27,18,y,n,n,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,216,0,,1,Incubation,852,,-54.49353497,158.940005,84.383194,2:56:41,28/05/2018,23,12,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,217,0,,1,Incubation,853,,-54.49351603,158.940026,89.1222,3:10:51,28/05/2018,16,12,y,y,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,218,0,,1,Incubation,856,,-54.49347798,158.940083,87.231308,3:27:10,28/05/2018,25,17,y,y,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-96,GP,219,0,,1,Incubation,857,,-54.49347898,158.940079,85.484711,3:33:02,28/05/2018,20,20,y,y,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,203,0,,1,Incubation,835,,-54.49331604,158.94061,100.707634,0:02:48,28/05/2018,23,11,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,204,0,,1,Incubation,836,,-54.49338201,158.940501,100.304298,0:20:37,28/05/2018,30,17,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,205,0,,1,Incubation,837,,-54.49343699,158.940521,99.804901,0:28:23,28/05/2018,28,16,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,221,0,,1,Incubation,862,,-54.49456503,158.940966,102.561691,23:05:42,28/05/2018,32,19,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Seen,,,
,GP,222,0,,1,Incubation,863,,-54.49452496,158.941054,99.74411,23:12:11,28/05/2018,17,15,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,223,0,,1,Incubation,868,,-54.49438498,158.94012,73.189835,0:12:26,29/05/2018,26,12,y,n,n,y,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,224,0,,1,Incubation,869,,-54.49437702,158.940133,71.578003,0:13:06,29/05/2018,23,13,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,225,0,,1,Incubation,870,,-54.49438096,158.940133,71.137817,0:13:17,29/05/2018,25,14,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,226,0,,1,Incubation,871,,-54.494402,158.940128,74.786911,0:36:56,29/05/2018,26,16,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,227,0,,1,Incubation,872,,-54.49441398,158.940085,75.215981,0:44:52,29/05/2018,35,17,n,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,228,0,,1,Incubation,873,,-54.49442002,158.940063,76.653564,0:47:23,29/05/2018,12,10,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,229,0,,1,Incubation,875,,-54.49441197,158.940066,71.417892,0:53:49,29/05/2018,23,13,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,231,0,Grey Petrel,1,Incubation,878,,-54.49442497,158.940076,75.745445,1:13:02,29/05/2018,20,13,y,n,n,y,y,n,n,,,Egg,occupied,,,,failed,,,,,Camera,,,
GP-95,GP,232,0,,1,Incubation,879,,-54.49445397,158.940075,73.975456,1:18:18,29/05/2018,30,16,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,233,0,,1,Incubation,881,,-54.494603,158.940071,79.030357,1:50:45,29/05/2018,40,25,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,234,0,,1,Incubation,883,,-54.49461398,158.94009,80.944229,1:55:17,29/05/2018,20,30,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,235,0,,1,Incubation,884,,-54.49463099,158.940101,83.893684,1:58:57,29/05/2018,25,17,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,236,0,,1,Incubation,885,,-54.49464499,158.940067,80.360878,2:04:52,29/05/2018,40,40,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,237,0,,1,Incubation,886,,-54.49463602,158.940096,84.794891,2:10:24,29/05/2018,23,23,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,238,0,,1,Incubation,887,,-54.49462999,158.940112,85.602531,2:13:12,29/05/2018,22,20,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,239,0,,1,Incubation,889,,-54.49467701,158.940139,83.058167,2:19:02,29/05/2018,20,50,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,240,0,,1,Incubation,893,,-54.49454701,158.940166,75.058846,3:05:19,29/05/2018,20,14,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-95,GP,241,0,,1,Incubation,894,,-54.49468204,158.940148,78.820465,3:16:04,29/05/2018,22,30,y,n,n,y,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,230,0,,1,Incubation,876,,-54.49436797,158.940096,74.241463,0:56:06,29/05/2018,30,17,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Seen,,,
GP-NW2,GP,242,0,,1,Incubation,898,,-54.49656202,158.940851,88.484978,23:50:16,30/05/2018,29,18,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-283,GP,245,0,,1,Incubation,905,,-54.49625499,158.940217,91.458389,3:57:19,31/05/2018,28,11,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-283,GP,246,0,,1,Incubation,906,,-54.49626999,158.940245,90.317322,4:01:06,31/05/2018,28,17,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Seen,,,
GP-283,GP,247,0,,1,Incubation,908,,-54.49627401,158.940251,88.303436,4:11:10,31/05/2018,22,12,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-283,GP,248,0,,1,Incubation,909,,-54.49641097,158.940163,81.603981,4:22:12,31/05/2018,19,12,n,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-283,GP,249,0,,1,Incubation,912,,-54.49636898,158.940157,89.250931,4:42:35,31/05/2018,31,18,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-NW2,GP,243,0,,1,Incubation,901,,-54.49722502,158.941126,82.205856,0:46:21,31/05/2018,25,17,y,n,y,n,y,n,n,,,0,empty,,,,empty,,,,,Seen,,,
GP-NW2,GP,244,0,,1,Incubation,904,,-54.49763398,158.941177,68.819374,3:11:42,31/05/2018,32,17,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-94,GP,251,0,,1,Incubation,914,,-54.49635004,158.938752,33.254955,23:31:14,3/06/2018,27,15,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
,GP,250,0,,1,Incubation,913,,-54.49640804,158.938675,33.424961,23:21:31,3/06/2018,,,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-283,GP,269,0,,1,Incubation,946,,-54.49633202,158.940228,89.739609,5:40:28,4/06/2018,23,15,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-94,GP,252,0,,1,Incubation,917,,-54.49634903,158.9388,39.39994,0:14:55,4/06/2018,36,20,y,n,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-94,GP,253,0,,1,Incubation,918,,-54.49637502,158.938773,37.903755,0:21:30,4/06/2018,31,16,y,y,n,n,y,n,n,,,0,empty,,,,empty,,,,,Camera,,,
GP-94,GP,254,0,,1,Incubation,919,,-54.49639304,158.93882,34.904678,0:27:38,4/06/2018,22,13,y,n,n,n,n,n,n,,,0,empty,,,,empty,,,,,Camera,,,
